"first_index","second_index","first_sample_id","first_split","first_class","second_sample_id","second_split","second_class","hamming_distance","pixel_correlation","mask_iou","transform","full_pixel_correlation","full_image_mae","full_image_rmse","full_mask_iou","full_mask_mismatch_pixels","full_verified_likely_duplicate","full_image_psnr","full_image_mismatch_pixels"
"4426","6486","Pituitary tumor__enh_2263","train","Pituitary tumor","Pituitary tumor__enh_1170","test","Pituitary tumor","9","0.999868","0.923077","flip_h","0.999529908","0.888714","1.240972","0.79825518","185","False","46.255562","168288"
"4427","5673","Pituitary tumor__enh_2264","train","Pituitary tumor","Pituitary tumor__enh_2506","val","Pituitary tumor","7","0.999872","0.454545","flip_h","0.999543929","0.890278","1.240471","0.484626647","352","False","46.259070","168997"
"4435","4598","Pituitary tumor__enh_2276","train","Pituitary tumor","Pituitary tumor__enh_2515","train","Pituitary tumor","5","0.999876","0.9","flip_h","0.999527889","0.871246","1.237391","0.897643594","139","False","46.280667","164398"
"4437","5676","Pituitary tumor__enh_2280","train","Pituitary tumor","Pituitary tumor__enh_2520","val","Pituitary tumor","5","0.999803","0.8","flip_h","0.999352837","0.871784","1.220716","0.752151463","288","False","46.398514","166352"
"4438","6488","Pituitary tumor__enh_2281","train","Pituitary tumor","Pituitary tumor__enh_1175","test","Pituitary tumor","5","0.999915","0.619048","flip_h","0.999656613","0.887058","1.244355","0.602316602","515","False","46.231916","167933"
"4439","4601","Pituitary tumor__enh_2282","train","Pituitary tumor","Pituitary tumor__enh_2521","train","Pituitary tumor","8","0.999911","0.864865","flip_h","0.999658939","0.865349","1.225094","0.819023569","430","False","46.367418","164277"
"4440","4602","Pituitary tumor__enh_2283","train","Pituitary tumor","Pituitary tumor__enh_2522","train","Pituitary tumor","3","0.999899","0.87234","flip_h","0.999616781","0.892643","1.244107","0.886767169","338","False","46.233650","169322"
"4441","5462","Pituitary tumor__enh_2285","train","Pituitary tumor","Pituitary tumor__enh_1176","val","Pituitary tumor","4","0.999895","0.924528","flip_h","0.999606715","0.905132","1.254203","0.891380315","373","False","46.163448","170805"
"4442","4603","Pituitary tumor__enh_2286","train","Pituitary tumor","Pituitary tumor__enh_2524","train","Pituitary tumor","4","0.999899","0.825","flip_h","0.999619061","0.898136","1.247674","0.858452951","355","False","46.208782","170088"
"4443","4604","Pituitary tumor__enh_2287","train","Pituitary tumor","Pituitary tumor__enh_2525","train","Pituitary tumor","4","0.999897","0.645161","flip_h","0.99961256","0.909954","1.251603","0.775890411","409","False","46.181474","172866"
"4444","5678","Pituitary tumor__enh_2288","train","Pituitary tumor","Pituitary tumor__enh_2526","val","Pituitary tumor","10","0.999825","0.814815","flip_h","0.999505137","0.797333","1.122682","0.830519074","271","False","47.125671","161001"
"4445","4606","Pituitary tumor__enh_2291","train","Pituitary tumor","Pituitary tumor__enh_2528","train","Pituitary tumor","6","0.999815","0.915493","flip_h","0.999469565","0.799664","1.129675","0.894689266","466","False","47.071735","159876"
"4446","4607","Pituitary tumor__enh_2292","train","Pituitary tumor","Pituitary tumor__enh_2529","train","Pituitary tumor","1","0.99986","0.914286","flip_h","0.99958421","0.826653","1.161944","0.902648699","419","True","46.827103","163157"
"4448","4608","Pituitary tumor__enh_2295","train","Pituitary tumor","Pituitary tumor__enh_2531","train","Pituitary tumor","5","0.999888","0.815789","flip_h","0.999635852","0.841248","1.186292","0.842446335","389","False","46.646975","163422"
"4449","4609","Pituitary tumor__enh_2296","train","Pituitary tumor","Pituitary tumor__enh_2532","train","Pituitary tumor","6","0.999922","0.888889","flip_h","0.99974446","0.817783","1.150072","0.894688645","115","False","46.916301","162584"
"4451","4610","Pituitary tumor__enh_2298","train","Pituitary tumor","Pituitary tumor__enh_2534","train","Pituitary tumor","8","0.999886","0.906977","flip_h","0.999647538","0.789989","1.123736","0.92714497","197","True","47.117516","158081"
"4452","4612","Pituitary tumor__enh_2301","train","Pituitary tumor","Pituitary tumor__enh_2536","train","Pituitary tumor","7","0.999903","0.444444","flip_h","0.999701291","0.793903","1.12033","0.471952909","1525","False","47.143887","160172"
"4453","4613","Pituitary tumor__enh_2302","train","Pituitary tumor","Pituitary tumor__enh_2537","train","Pituitary tumor","9","0.999918","0.842105","flip_h","0.999733742","0.811684","1.138543","0.847382431","172","False","47.003816","163396"
"4454","4614","Pituitary tumor__enh_2303","train","Pituitary tumor","Pituitary tumor__enh_2538","train","Pituitary tumor","3","0.999865","0.791667","flip_h","0.999552941","0.86935","1.215188","0.903203343","139","True","46.437937","166997"
"4455","5463","Pituitary tumor__enh_2304","train","Pituitary tumor","Pituitary tumor__enh_1181","val","Pituitary tumor","8","0.999867","0.857143","flip_h","0.999536999","0.882423","1.236268","0.918994413","116","True","46.288551","167641"
"4456","4615","Pituitary tumor__enh_2305","train","Pituitary tumor","Pituitary tumor__enh_2539","train","Pituitary tumor","6","0.999889","0.941176","flip_h","0.999606159","0.87923","1.238856","0.884083045","134","False","46.270389","166377"
"4457","5680","Pituitary tumor__enh_2306","train","Pituitary tumor","Pituitary tumor__enh_2541","val","Pituitary tumor","10","0.999921","0.878788","flip_h","0.99974584","0.79908","1.135785","0.867693702","292","False","47.024878","159584"
"4458","6491","Pituitary tumor__enh_2307","train","Pituitary tumor","Pituitary tumor__enh_1182","test","Pituitary tumor","11","0.999915","0.941176","flip_h","0.999718035","0.825245","1.164474","0.936413541","139","True","46.808210","162627"
"4459","4618","Pituitary tumor__enh_2309","train","Pituitary tumor","Pituitary tumor__enh_2543","train","Pituitary tumor","9","0.999917","0.828571","flip_h","0.999727096","0.824242","1.152102","0.858558559","314","False","46.900984","164231"
"4460","4619","Pituitary tumor__enh_2310","train","Pituitary tumor","Pituitary tumor__enh_2544","train","Pituitary tumor","3","0.999925","0.666667","flip_h","0.999757696","0.810211","1.145031","0.704521556","562","False","46.954458","160905"
"4461","5464","Pituitary tumor__enh_2311","train","Pituitary tumor","Pituitary tumor__enh_1183","val","Pituitary tumor","5","0.99989","0.630769","flip_h","0.999605702","0.864471","1.22557","0.59587233","1684","False","46.364041","163774"
"4462","5465","Pituitary tumor__enh_2315","train","Pituitary tumor","Pituitary tumor__enh_1184","val","Pituitary tumor","6","0.999906","0.8","flip_h","0.999676255","0.875488","1.218218","0.859515111","423","False","46.416305","168584"
"4463","4624","Pituitary tumor__enh_2316","train","Pituitary tumor","Pituitary tumor__enh_2550","train","Pituitary tumor","7","0.999893","0.916667","flip_h","0.99959585","0.87458","1.221364","0.921052632","189","True","46.393902","166926"
"4464","5682","Pituitary tumor__enh_2318","train","Pituitary tumor","Pituitary tumor__enh_2551","val","Pituitary tumor","8","0.999896","0.9375","flip_h","0.9996041","0.888161","1.24424","0.91023166","279","True","46.232719","167478"
"4466","4536","Pituitary tumor__enh_2324","train","Pituitary tumor","Pituitary tumor__enh_2418","train","Pituitary tumor","4","0.999916","0.923077","flip_h","0.99973478","0.775867","1.110556","0.917973462","340","True","47.219998","156015"
"4467","5655","Pituitary tumor__enh_2325","train","Pituitary tumor","Pituitary tumor__enh_2419","val","Pituitary tumor","10","0.999904","0.906667","flip_h","0.999705037","0.778419","1.108198","0.931917552","327","True","47.238453","157199"
"4468","5656","Pituitary tumor__enh_2327","train","Pituitary tumor","Pituitary tumor__enh_2420","val","Pituitary tumor","8","0.999916","0.912088","flip_h","0.999728669","0.804676","1.136281","0.926913156","425","True","47.021091","161034"
"4469","4537","Pituitary tumor__enh_2328","train","Pituitary tumor","Pituitary tumor__enh_2421","train","Pituitary tumor","11","0.999906","0.987342","flip_h","0.999711416","0.790783","1.112992","0.952165354","243","True","47.200965","160135"
"4470","6675","Pituitary tumor__enh_2329","train","Pituitary tumor","Pituitary tumor__enh_2422","test","Pituitary tumor","6","0.999904","0.790323","flip_h","0.999698074","0.788658","1.113696","0.899605782","382","False","47.195472","159837"
"4471","4538","Pituitary tumor__enh_2330","train","Pituitary tumor","Pituitary tumor__enh_2423","train","Pituitary tumor","12","0.999859","0.630435","flip_h","0.999529572","0.870712","1.223112","0.663903282","973","False","46.381481","166385"
"4472","4539","Pituitary tumor__enh_2331","train","Pituitary tumor","Pituitary tumor__enh_2424","train","Pituitary tumor","10","0.999844","0.586207","flip_h","0.999478703","0.871498","1.220092","0.629456939","1351","False","46.402952","167121"
"4474","6676","Pituitary tumor__enh_2335","train","Pituitary tumor","Pituitary tumor__enh_2430","test","Pituitary tumor","2","0.99989","0.842105","flip_h","0.999611283","0.8465","1.193161","0.789814066","260","False","46.596821","163117"
"4475","4545","Pituitary tumor__enh_2336","train","Pituitary tumor","Pituitary tumor__enh_2431","train","Pituitary tumor","10","0.999896","0.875","flip_h","0.999613996","0.870441","1.224992","0.912171508","127","True","46.368135","165314"
"4476","6481","Pituitary tumor__enh_2337","train","Pituitary tumor","Pituitary tumor__enh_1144","test","Pituitary tumor","8","0.999893","0.526316","flip_h","0.999615296","0.866081","1.21782","0.530541012","538","False","46.419141","165157"
"4477","5657","Pituitary tumor__enh_2338","train","Pituitary tumor","Pituitary tumor__enh_2432","val","Pituitary tumor","6","0.999892","0.521739","flip_h","0.9996203","0.858608","1.202857","0.568694463","631","False","46.526523","165702"
"4478","4546","Pituitary tumor__enh_2339","train","Pituitary tumor","Pituitary tumor__enh_2433","train","Pituitary tumor","4","0.999821","0.692308","flip_h","0.999395285","0.983025","1.357342","0.64957265","328","False","45.477019","175779"
"4479","4547","Pituitary tumor__enh_2340","train","Pituitary tumor","Pituitary tumor__enh_2434","train","Pituitary tumor","4","0.999813","0.705882","flip_h","0.999366224","0.96257","1.339664","0.770072993","252","False","45.590883","172476"
"4481","6677","Pituitary tumor__enh_2343","train","Pituitary tumor","Pituitary tumor__enh_2436","test","Pituitary tumor","5","0.999805","0.818182","flip_h","0.999426714","0.936844","1.292553","0.842424242","104","False","45.901839","174056"
"4482","4549","Pituitary tumor__enh_2344","train","Pituitary tumor","Pituitary tumor__enh_2437","train","Pituitary tumor","7","0.999907","0.95","flip_h","0.999705281","0.812534","1.143866","0.894136808","130","False","46.963300","162404"
"4486","4551","Pituitary tumor__enh_2350","train","Pituitary tumor","Pituitary tumor__enh_2441","train","Pituitary tumor","12","0.999833","0.666667","flip_h","0.999443418","0.870056","1.216425","0.639632747","471","False","46.429095","166623"
"4487","4552","Pituitary tumor__enh_2351","train","Pituitary tumor","Pituitary tumor__enh_2442","train","Pituitary tumor","2","0.999807","0.857143","flip_h","0.999378762","0.881077","1.227556","0.901296112","99","True","46.349979","168230"
"4487","5301","Pituitary tumor__enh_2351","train","Pituitary tumor","Pituitary tumor__enh_9","val","Pituitary tumor","12","0.964191","0.857143","identity","","","","","","","14.938172","260501"
"4488","6678","Pituitary tumor__enh_2352","train","Pituitary tumor","Pituitary tumor__enh_2444","test","Pituitary tumor","7","0.999814","0.8","flip_h","0.999381576","0.865891","1.213527","0.810007819","243","False","46.449812","166262"
"4489","4553","Pituitary tumor__enh_2353","train","Pituitary tumor","Pituitary tumor__enh_2445","train","Pituitary tumor","11","0.999779","0.833333","flip_h","0.999334199","0.838348","1.181168","0.894713262","235","False","46.684573","163441"
"4490","4554","Pituitary tumor__enh_2354","train","Pituitary tumor","Pituitary tumor__enh_2446","train","Pituitary tumor","9","0.999766","0.891892","flip_h","0.999282459","0.844677","1.188118","0.913925192","191","True","46.633610","164065"
"4492","4556","Pituitary tumor__enh_2356","train","Pituitary tumor","Pituitary tumor__enh_2448","train","Pituitary tumor","6","0.999894","1","flip_h","0.999641987","0.828327","1.157722","0.916002452","137","True","46.858717","163908"
"4493","4557","Pituitary tumor__enh_2357","train","Pituitary tumor","Pituitary tumor__enh_2449","train","Pituitary tumor","2","0.999894","0.653846","flip_h","0.999634625","0.828106","1.165328","0.692442882","525","False","46.801837","162681"
"4494","5459","Pituitary tumor__enh_2358","train","Pituitary tumor","Pituitary tumor__enh_1150","val","Pituitary tumor","5","0.999867","0.894737","flip_h","0.99956539","0.807487","1.133355","0.833081571","221","False","47.043488","161752"
"4495","4558","Pituitary tumor__enh_2359","train","Pituitary tumor","Pituitary tumor__enh_2450","train","Pituitary tumor","5","0.999919","0.888889","flip_h","0.99972832","0.820198","1.149331","0.804379562","134","False","46.921904","162955"
"4497","4560","Pituitary tumor__enh_2361","train","Pituitary tumor","Pituitary tumor__enh_2452","train","Pituitary tumor","3","0.999923","0.714286","flip_h","0.999724644","0.842426","1.178948","0.711494253","251","False","46.700908","165076"
"4498","4562","Pituitary tumor__enh_2364","train","Pituitary tumor","Pituitary tumor__enh_2455","train","Pituitary tumor","7","0.999892","0.909091","flip_h","0.999635418","0.834293","1.1629","0.825301205","145","False","46.819955","165294"
"4499","6680","Pituitary tumor__enh_2365","train","Pituitary tumor","Pituitary tumor__enh_2458","test","Pituitary tumor","6","0.999882","0.846154","flip_h","0.999585007","0.86924","1.21518","0.859545837","334","False","46.437994","166817"
"4501","4565","Pituitary tumor__enh_2367","train","Pituitary tumor","Pituitary tumor__enh_2459","train","Pituitary tumor","4","0.999869","0.965517","flip_h","0.999551293","0.893028","1.232297","0.883986928","213","False","46.316499","171420"
"4502","5661","Pituitary tumor__enh_2368","train","Pituitary tumor","Pituitary tumor__enh_2460","val","Pituitary tumor","5","0.999852","0.964286","flip_h","0.999496394","0.882385","1.239177","0.849794239","292","False","46.268134","166829"
"4503","4566","Pituitary tumor__enh_2369","train","Pituitary tumor","Pituitary tumor__enh_2461","train","Pituitary tumor","5","0.999861","0.933333","flip_h","0.999532925","0.897934","1.234196","0.915547025","176","True","46.303123","171958"
"4504","6681","Pituitary tumor__enh_2371","train","Pituitary tumor","Pituitary tumor__enh_2462","test","Pituitary tumor","10","0.999908","0.944444","flip_h","0.999654113","0.877617","1.229517","0.905957447","221","True","46.336116","167255"
"4505","4567","Pituitary tumor__enh_2372","train","Pituitary tumor","Pituitary tumor__enh_2463","train","Pituitary tumor","8","0.999858","0.828571","flip_h","0.999510887","0.849323","1.187396","0.913104089","187","True","46.638895","165223"
"4506","5662","Pituitary tumor__enh_2373","train","Pituitary tumor","Pituitary tumor__enh_2464","val","Pituitary tumor","12","0.999841","0.882353","flip_h","0.999462871","0.854664","1.188924","0.924392439","168","True","46.627723","167149"
"4509","4568","Pituitary tumor__enh_2377","train","Pituitary tumor","Pituitary tumor__enh_2467","train","Pituitary tumor","6","0.99989","0.980392","flip_h","0.99960445","0.876392","1.229081","0.952180451","159","True","46.339196","167422"
"4511","4570","Pituitary tumor__enh_2380","train","Pituitary tumor","Pituitary tumor__enh_2469","train","Pituitary tumor","9","0.999896","0.904762","flip_h","0.999620479","0.856037","1.209609","0.919434629","114","True","46.477904","163726"
"4512","5665","Pituitary tumor__enh_2381","train","Pituitary tumor","Pituitary tumor__enh_2470","val","Pituitary tumor","8","0.999885","0.88","flip_h","0.999605106","0.855965","1.201358","0.911369193","145","True","46.537357","164927"
"4514","4571","Pituitary tumor__enh_2383","train","Pituitary tumor","Pituitary tumor__enh_2471","train","Pituitary tumor","7","0.999886","0.913043","flip_h","0.999597401","0.895103","1.242369","0.922174182","126","True","46.245794","170456"
"4516","4575","Pituitary tumor__enh_2385","train","Pituitary tumor","Pituitary tumor__enh_2475","train","Pituitary tumor","7","0.999911","0.903226","flip_h","0.999691905","0.843433","1.178929","0.92884097","132","True","46.701051","165216"
"4517","6682","Pituitary tumor__enh_2387","train","Pituitary tumor","Pituitary tumor__enh_2479","test","Pituitary tumor","9","0.999901","0.923077","flip_h","0.999695792","0.803741","1.131013","0.930490654","119","True","47.061453","161556"
"4518","4579","Pituitary tumor__enh_2389","train","Pituitary tumor","Pituitary tumor__enh_2480","train","Pituitary tumor","10","0.99992","1","flip_h","0.999746335","0.78891","1.114237","0.89516129","52","False","47.191253","160846"
"4521","4584","Pituitary tumor__enh_2394","train","Pituitary tumor","Pituitary tumor__enh_2487","train","Pituitary tumor","6","0.999889","0.933333","flip_h","0.99962343","0.780201","1.141887","0.884533898","218","False","46.978342","151884"
"4522","4586","Pituitary tumor__enh_2396","train","Pituitary tumor","Pituitary tumor__enh_2489","train","Pituitary tumor","9","0.999903","0.947368","flip_h","0.99970421","0.796032","1.126557","0.957683742","152","True","47.095740","159982"
"4523","5666","Pituitary tumor__enh_2397","train","Pituitary tumor","Pituitary tumor__enh_2490","val","Pituitary tumor","11","0.9999","0.593407","flip_h","0.99967231","0.821678","1.159459","0.593171395","2395","False","46.845696","161966"
"4525","4531","Pituitary tumor__enh_2401","train","Pituitary tumor","Pituitary tumor__enh_2409","train","Pituitary tumor","3","0.999842","0.952941","flip_h","0.999467644","0.883339","1.236962","0.940223464","321","True","46.283676","167523"
"4530","6671","Pituitary tumor__enh_2408","train","Pituitary tumor","Pituitary tumor__enh_2400","test","Pituitary tumor","9","0.999848","0.918919","flip_h","0.999495896","0.873047","1.221564","0.935700777","306","True","46.392481","166981"
"4532","5640","Pituitary tumor__enh_2411","train","Pituitary tumor","Pituitary tumor__enh_2319","val","Pituitary tumor","4","0.999864","0.943662","flip_h","0.999550025","0.860718","1.207752","0.962588028","170","True","46.491251","166148"
"4533","6662","Pituitary tumor__enh_2412","train","Pituitary tumor","Pituitary tumor__enh_2320","test","Pituitary tumor","5","0.999874","0.894737","flip_h","0.999560334","0.884968","1.228733","0.919965577","279","True","46.341653","169622"
"4534","6664","Pituitary tumor__enh_2415","train","Pituitary tumor","Pituitary tumor__enh_2323","test","Pituitary tumor","8","0.999828","0.97561","flip_h","0.999418947","0.872505","1.225287","0.941729323","155","True","46.366049","166501"
"4540","5642","Pituitary tumor__enh_2425","train","Pituitary tumor","Pituitary tumor__enh_2332","val","Pituitary tumor","9","0.999867","0.912281","flip_h","0.999548483","0.864033","1.215828","0.914516129","318","True","46.433362","165372"
"4544","5643","Pituitary tumor__enh_2429","train","Pituitary tumor","Pituitary tumor__enh_2334","val","Pituitary tumor","6","0.999895","0.666667","flip_h","0.999622052","0.878925","1.221828","0.794460641","141","False","46.390605","168501"
"4548","5644","Pituitary tumor__enh_2435","train","Pituitary tumor","Pituitary tumor__enh_2342","val","Pituitary tumor","2","0.999822","0.75","flip_h","0.999402238","0.950588","1.328167","0.724806202","284","False","45.665752","171001"
"4561","5646","Pituitary tumor__enh_2454","train","Pituitary tumor","Pituitary tumor__enh_2363","val","Pituitary tumor","9","0.999898","0.625","flip_h","0.999659937","0.818707","1.155826","0.568160153","453","False","46.872955","161539"
"4572","6673","Pituitary tumor__enh_2472","train","Pituitary tumor","Pituitary tumor__enh_2404","test","Pituitary tumor","6","0.999906","0.952381","flip_h","0.9996494","0.868221","1.225665","0.906637491","128","True","46.363369","164977"
"4573","6478","Pituitary tumor__enh_2473","train","Pituitary tumor","Pituitary tumor__enh_1130","test","Pituitary tumor","1","0.99991","0.727273","flip_h","0.999704955","0.820404","1.1529","0.846846847","204","False","46.894973","162690"
"4574","6667","Pituitary tumor__enh_2474","train","Pituitary tumor","Pituitary tumor__enh_2386","test","Pituitary tumor","5","0.999916","0.826087","flip_h","0.999714051","0.84557","1.175552","0.916485113","115","True","46.725963","166297"
"4581","6669","Pituitary tumor__enh_2484","train","Pituitary tumor","Pituitary tumor__enh_2392","test","Pituitary tumor","7","0.999884","0.674419","flip_h","0.999582913","0.914997","1.266063","0.68384157","902","False","46.081694","172320"
"4585","6670","Pituitary tumor__enh_2488","train","Pituitary tumor","Pituitary tumor__enh_2395","test","Pituitary tumor","6","0.999899","0.862069","flip_h","0.999696167","0.778145","1.107424","0.921286031","284","True","47.244528","157391"
"4588","5627","Pituitary tumor__enh_2494","train","Pituitary tumor","Pituitary tumor__enh_2248","val","Pituitary tumor","6","0.999855","0.85","flip_h","0.999486999","0.883926","1.244544","0.866866118","356","False","46.230600","166534"
"4596","5632","Pituitary tumor__enh_2513","train","Pituitary tumor","Pituitary tumor__enh_2273","val","Pituitary tumor","8","0.999857","0.925926","flip_h","0.999448973","0.881145","1.250127","0.902670623","164","True","46.191723","165923"
"4597","6655","Pituitary tumor__enh_2514","train","Pituitary tumor","Pituitary tumor__enh_2274","test","Pituitary tumor","8","0.999855","0.964286","flip_h","0.999463799","0.868946","1.232416","0.939988459","104","True","46.315659","164906"
"4605","6657","Pituitary tumor__enh_2527","train","Pituitary tumor","Pituitary tumor__enh_2290","test","Pituitary tumor","6","0.999785","0.928571","flip_h","0.999395481","0.81282","1.138747","0.93223102","291","True","47.002257","163000"
"4611","5636","Pituitary tumor__enh_2535","train","Pituitary tumor","Pituitary tumor__enh_2299","val","Pituitary tumor","5","0.999889","0.95","flip_h","0.999667113","0.77076","1.101992","0.896103896","264","False","47.287236","155736"
"4617","5637","Pituitary tumor__enh_2542","train","Pituitary tumor","Pituitary tumor__enh_2308","val","Pituitary tumor","4","0.999912","0.902439","flip_h","0.999709389","0.814846","1.152438","0.928076923","187","True","46.898452","161019"
"4620","6660","Pituitary tumor__enh_2545","train","Pituitary tumor","Pituitary tumor__enh_2312","test","Pituitary tumor","6","0.99987","0.888889","flip_h","0.999551368","0.864456","1.219429","0.891275465","491","False","46.407673","164835"
"4621","5638","Pituitary tumor__enh_2546","train","Pituitary tumor","Pituitary tumor__enh_2313","val","Pituitary tumor","9","0.999879","0.792208","flip_h","0.999575533","0.879662","1.228818","0.820523473","864","False","46.341050","167871"
"4622","6661","Pituitary tumor__enh_2547","train","Pituitary tumor","Pituitary tumor__enh_2314","test","Pituitary tumor","12","0.99988","0.739726","flip_h","0.99959191","0.861355","1.207387","0.75","1113","False","46.493876","165941"
"4630","5611","Pituitary tumor__enh_2560","train","Pituitary tumor","Pituitary tumor__enh_2158","val","Pituitary tumor","5","0.999919","0.933333","flip_h","0.999726644","0.820496","1.152258","0.969716758","371","True","46.899811","162772"
"4631","5612","Pituitary tumor__enh_2561","train","Pituitary tumor","Pituitary tumor__enh_2159","val","Pituitary tumor","6","0.999924","0.920904","flip_h","0.999751654","0.809803","1.1384","0.901509831","1122","True","47.004902","161685"
"4634","5613","Pituitary tumor__enh_2564","train","Pituitary tumor","Pituitary tumor__enh_2162","val","Pituitary tumor","7","0.999839","0.910256","flip_h","0.999453232","0.874741","1.220967","0.929824561","344","True","46.396724","167298"
"4637","6638","Pituitary tumor__enh_2568","train","Pituitary tumor","Pituitary tumor__enh_2167","test","Pituitary tumor","5","0.999841","0.837209","flip_h","0.99945996","0.88562","1.230633","0.804469274","560","False","46.328232","169138"
"4640","6639","Pituitary tumor__enh_2571","train","Pituitary tumor","Pituitary tumor__enh_2171","test","Pituitary tumor","10","0.999887","0.606061","flip_h","0.999596077","0.871792","1.218082","0.632801822","806","False","46.417276","167403"
"4644","6643","Pituitary tumor__enh_2577","train","Pituitary tumor","Pituitary tumor__enh_2179","test","Pituitary tumor","7","0.999821","0.684211","flip_h","0.999474665","0.797382","1.129469","0.78514377","269","False","47.073319","159264"
"4646","5617","Pituitary tumor__enh_2579","train","Pituitary tumor","Pituitary tumor__enh_2182","val","Pituitary tumor","6","0.999907","1","flip_h","0.999700361","0.794079","1.116482","0.926470588","35","True","47.173768","161228"
"4647","6644","Pituitary tumor__enh_2580","train","Pituitary tumor","Pituitary tumor__enh_2183","test","Pituitary tumor","12","0.99991","0.9","flip_h","0.999702272","0.805172","1.133393","0.871517028","83","False","47.043191","161349"
"4651","5618","Pituitary tumor__enh_2586","train","Pituitary tumor","Pituitary tumor__enh_2190","val","Pituitary tumor","6","0.999854","0.785714","flip_h","0.999440775","0.904156","1.25558","0.884787472","103","False","46.153917","170380"
"4652","6645","Pituitary tumor__enh_2587","train","Pituitary tumor","Pituitary tumor__enh_2192","test","Pituitary tumor","9","0.999865","0.380952","flip_h","0.999567553","0.809921","1.137199","0.37531946","1711","False","47.014078","161700"
"4659","5619","Pituitary tumor__enh_2597","train","Pituitary tumor","Pituitary tumor__enh_2200","val","Pituitary tumor","7","0.999937","0.733333","flip_h","0.999780823","0.819736","1.15351","0.692728694","1179","False","46.890376","162686"
"4666","5621","Pituitary tumor__enh_2605","train","Pituitary tumor","Pituitary tumor__enh_2208","val","Pituitary tumor","9","0.999935","0.727273","flip_h","0.999774448","0.835129","1.16589","0.881638847","78","False","46.797655","165706"
"4669","5622","Pituitary tumor__enh_2609","train","Pituitary tumor","Pituitary tumor__enh_2213","val","Pituitary tumor","9","0.999889","0.580645","flip_h","0.999577208","0.890705","1.243064","0.574016563","823","False","46.240934","168224"
"4670","6647","Pituitary tumor__enh_2610","train","Pituitary tumor","Pituitary tumor__enh_2214","test","Pituitary tumor","5","0.999881","0.942857","flip_h","0.9995572","0.896297","1.253604","0.939029626","142","True","46.167600","168327"
"4671","6648","Pituitary tumor__enh_2611","train","Pituitary tumor","Pituitary tumor__enh_2216","test","Pituitary tumor","6","0.99981","0.911765","flip_h","0.999366786","0.865063","1.204404","0.943000456","125","True","46.515362","167281"
"4679","6649","Pituitary tumor__enh_2624","train","Pituitary tumor","Pituitary tumor__enh_2229","test","Pituitary tumor","9","0.999924","0.84375","flip_h","0.999756447","0.805183","1.133614","0.893450635","218","False","47.041502","161569"
"4685","6650","Pituitary tumor__enh_2634","train","Pituitary tumor","Pituitary tumor__enh_2242","test","Pituitary tumor","8","0.999922","0.927083","flip_h","0.999744382","0.799519","1.128316","0.928945645","434","True","47.082185","160858"
"4686","5407","Pituitary tumor__enh_2637","train","Pituitary tumor","Pituitary tumor__enh_688","val","Pituitary tumor","12","0.955752","0.846154","flip_h","","","","","","","15.466676","260375"
"4686","6633","Pituitary tumor__enh_2637","train","Pituitary tumor","Pituitary tumor__enh_2136","test","Pituitary tumor","10","0.999888","0.909091","flip_h","0.999586545","0.885578","1.249522","0.943081452","232","True","46.195923","166479"
"4746","5179","Glioma__enh_406","val","Glioma","Meningioma__enh_1465","val","Meningioma","7","0.979157","0.924242","identity","","","","","","","17.631864","260742"
"4807","5822","Glioma__enh_817","val","Glioma","Glioma__enh_866","test","Glioma","12","0.999917","0.926829","flip_h","0.999771285","0.460999","0.842307","0.89273743","288","False","49.621400","95509"
"4859","4923","Glioma__enh_1209","val","Glioma","Glioma__enh_1564","val","Glioma","11","0.999915","0.907692","flip_h","0.999721908","0.672825","1.036896","0.905362776","390","True","47.816099","135937"
"4898","5004","Glioma__enh_1427","val","Glioma","Meningioma__enh_169","val","Meningioma","11","0.985954","0.566667","flip_h","0.976164418","21.069641","30.164363","0.650490449","677","False","18.540920","260141"
"4915","5871","Glioma__enh_1517","val","Glioma","Glioma__enh_1190","test","Glioma","12","0.999865","0.817391","flip_h","0.99960344","0.623638","1.003513","0.816876368","1339","False","48.100345","125464"
"5024","5795","Meningioma__enh_288","val","Meningioma","Glioma__enh_675","test","Glioma","12","0.981226","0.287356","flip_h","0.971479059","21.728596","31.463118","0.290249638","7847","False","18.174769","260132"
"5086","5088","Meningioma__enh_722","val","Meningioma","Meningioma__enh_736","val","Meningioma","8","0.999966","0.960177","identity","0.999802169","0.585064","1.041221","0.965310345","1006","True","47.779947","106138"
"5088","5090","Meningioma__enh_736","val","Meningioma","Meningioma__enh_753","val","Meningioma","11","0.999866","0.975336","identity","0.998283044","2.182472","3.069955","0.974077558","744","True","38.388164","212649"
"5096","5158","Meningioma__enh_799","val","Meningioma","Meningioma__enh_1311","val","Meningioma","10","0.999923","0.912162","flip_h","0.999785978","0.519512","0.912051","0.917375585","777","True","48.930423","105904"
"5099","6147","Meningioma__enh_821","val","Meningioma","Meningioma__enh_1211","test","Meningioma","11","0.999943","0.892308","flip_h","0.99978643","0.631268","1.033576","0.910510659","361","True","47.843956","121928"
"5105","6460","Meningioma__enh_872","val","Meningioma","Pituitary tumor__enh_1043","test","Pituitary tumor","11","0.999945","0.902439","flip_h","0.999789222","0.732647","1.127315","0.934535476","167","True","47.089896","140076"
"5107","6191","Meningioma__enh_886","val","Meningioma","Meningioma__enh_1483","test","Meningioma","7","0.99995","0.931034","flip_h","0.999819042","0.718384","1.094395","0.93388874","246","True","47.347321","140788"
